Embedding-based	Giggle-legacy
iPS_DF_19.11_Cell_Line_Repressed_PolyComb	Psoas_Muscle_Flanking_Active_TSS
iPS_DF_19.11_Cell_Line_Enhancers	CD4_Memory_Primary_Cells_Bivalent_Poised_TSS
Monocytes_CD14pp_RO01746_Flanking_Active_TSS	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Flanking_Bivalent_TSS_Enh
Right_Atrium_Enhancers	CD15_Primary_Cells_Bivalent_Poised_TSS
iPS_DF_6.9_Cell_Line_Bivalent_Poised_TSS	Fetal_Lung_Transcr_at_gene_5_and_3
Fetal_Placenta_Bivalent_Enhancer	NHLF_Lung_Fibroblasts_Flanking_Active_TSS
Spleen_Active_TSS	CD19_Primary_Cells_Peripheral_UW_Flanking_Bivalent_TSS_Enh
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Enhancers	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Flanking_Active_TSS
Fetal_Intestine_Small_Bivalent_Poised_TSS	Breast_vHMEC_Bivalent_Poised_TSS
CD8_Naive_Primary_Cells_Transcr_at_gene_5_and_3	Fetal_Muscle_Leg_Bivalent_Poised_TSS
Fetal_Thymus_Genic_enhancers	Monocytes_CD14pp_RO01746_Bivalent_Poised_TSS
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Active_TSS	Fetal_Stomach_Bivalent_Poised_TSS
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Transcr_at_gene_5_and_3	HSMM_Skeletal_Muscle_Myoblasts_Flanking_Active_TSS
Fetal_Brain_Male_Enhancers	Fetal_Brain_Male_Flanking_Bivalent_TSS_Enh
Left_Ventricle_Genic_enhancers	CD3_Primary_Cells_Peripheral_UW_Flanking_Bivalent_TSS_Enh
4star_Enhancers	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Bivalent_Poised_TSS
H1_Cell_Line_ZNF_genes_and_repeats	K562_Leukemia_Flanking_Active_TSS
Brain_Hippocampus_Middle_Transcr_at_gene_5_and_3	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Flanking_Active_TSS
CD14_Primary_Cells_Genic_enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Flanking_Active_TSS
Duodenum_Mucosa_Transcr_at_gene_5_and_3	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Flanking_Active_TSS
Monocytes_CD14pp_RO01746_Flanking_Bivalent_TSS_Enh	Thymus_Bivalent_Poised_TSS
Right_Ventricle_Repressed_PolyComb	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Flanking_Active_TSS
Esophagus_Enhancers	CD19_Primary_Cells_Cord_BI_Flanking_Bivalent_TSS_Enh
Skeletal_Muscle_Male_ZNF_genes_and_repeats	iPS_18_Cell_Line_Flanking_Active_TSS
iPS_15b_Cell_Line_ZNF_genes_and_repeats	CD8_Naive_Primary_Cells_Flanking_Bivalent_TSS_Enh
Fetal_Brain_Female_Bivalent_Poised_TSS	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Flanking_Active_TSS
HUES6_Cell_Line_Active_TSS	iPS_DF_6.9_Cell_Line_Flanking_Active_TSS
Mobilized_CD34_Primary_Cells_Female_Flanking_Bivalent_TSS_Enh	Peripheral_Blood_Mononuclear_Primary_Cells_Flanking_Bivalent_TSS_Enh
CD3_Primary_Cells_Peripheral_UW_Flanking_Active_TSS	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Bivalent_Poised_TSS
IMR90_Cell_Line_ZNF_genes_and_repeats	Small_Intestine_Bivalent_Poised_TSS
H1_Cell_Line_Transcr_at_gene_5_and_3	GM12878_Lymphoblastoid_Flanking_Bivalent_TSS_Enh
Fetal_Stomach_Active_TSS	Neurosphere_Cultured_Cells_Cortex_Derived_Bivalent_Poised_TSS
Stomach_Mucosa_Active_TSS	CD4_Memory_Primary_Cells_Flanking_Bivalent_TSS_Enh
Fetal_Muscle_Leg_Bivalent_Enhancer	Thymus_Flanking_Bivalent_TSS_Enh
Brain_Anterior_Caudate_Bivalent_Poised_TSS	Adult_Liver_Flanking_Bivalent_TSS_Enh
Colonic_Mucosa_ZNF_genes_and_repeats	Stomach_Mucosa_Flanking_Bivalent_TSS_Enh
Dnd41_TCell_Leukemia_Transcr_at_gene_5_and_3	Peripheral_Blood_Mononuclear_Primary_Cells_Bivalent_Poised_TSS
Pancreas_Active_TSS	Monocytes_CD14pp_RO01746_Flanking_Bivalent_TSS_Enh
HMEC_Mammary_Epithelial_Genic_enhancers	HepG2_Hepatocellular_Carcinoma_Flanking_Bivalent_TSS_Enh
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Genic_enhancers	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Pancreatic_Islets_Transcr_at_gene_5_and_3	Sigmoid_Colon_Bivalent_Poised_TSS
Fetal_Intestine_Large_Bivalent_Poised_TSS	CD19_Primary_Cells_Cord_BI_Bivalent_Poised_TSS
Fetal_Muscle_Leg_Genic_enhancers	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Bivalent_Poised_TSS
Skeletal_Muscle_Female_Enhancers	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Bivalent_Poised_TSS
Left_Ventricle_Repressed_PolyComb	H1_Cell_Line_Bivalent_Poised_TSS
Brain_Mid_Frontal_Lobe_Bivalent_Poised_TSS	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Flanking_Bivalent_TSS_Enh
Colonic_Mucosa_Transcr_at_gene_5_and_3	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_31_Transcr_at_gene_5_and_3	Fetal_Brain_Male_Bivalent_Poised_TSS
iPS_15b_Cell_Line_Genic_enhancers	Fetal_Intestine_Small_Bivalent_Poised_TSS
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Bivalent_Poised_TSS	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Bivalent_Poised_TSS
CD19_Primary_Cells_Cord_BI_Enhancers	Fetal_Placenta_Flanking_Bivalent_TSS_Enh
HeLa_S3_Cervical_Carcinoma_Transcr_at_gene_5_and_3	Fetal_Intestine_Large_Bivalent_Poised_TSS
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Genic_enhancers	Sigmoid_Colon_Flanking_Bivalent_TSS_Enh
Pancreatic_Islets_Repressed_PolyComb	iPS_18_Cell_Line_Bivalent_Poised_TSS
CD15_Primary_Cells_Genic_enhancers	Dnd41_TCell_Leukemia_Transcr_at_gene_5_and_3
Fetal_Muscle_Leg_Transcr_at_gene_5_and_3	Brain_Germinal_Matrix_Flanking_Bivalent_TSS_Enh
Fetal_Intestine_Large_Transcr_at_gene_5_and_3	Fetal_Adrenal_Gland_Bivalent_Poised_TSS
Mobilized_CD34_Primary_Cells_Female_Genic_enhancers	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Flanking_Active_TSS
CD8_Naive_Primary_Cells_Active_TSS	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Bivalent_Poised_TSS
NHEK_Epidermal_Keratinocytes_Genic_enhancers	CD4pp_CD25__Th_Primary_Cells_Bivalent_Poised_TSS
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Transcr_at_gene_5_and_3	CD3_Primary_Cells_Cord_BI_Flanking_Bivalent_TSS_Enh
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Flanking_Active_TSS	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Bivalent_Poised_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Bivalent_Poised_TSS	CD34_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Monocytes_CD14pp_RO01746_Genic_enhancers	Fetal_Stomach_Transcr_at_gene_5_and_3
Duodenum_Smooth_Muscle_Genic_enhancers	HUVEC_Umbilical_Vein_Endothelial_Cells_Flanking_Bivalent_TSS_Enh
Colon_Smooth_Muscle_Transcr_at_gene_5_and_3	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Flanking_Bivalent_TSS_Enh
Ovary_Active_TSS	CD34_Cultured_Cells_Bivalent_Poised_TSS
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Bivalent_Enhancer	CD4_Naive_Primary_Cells_Flanking_Bivalent_TSS_Enh
Brain_Hippocampus_Middle_Repressed_PolyComb	CD4pp_CD25__Th_Primary_Cells_Flanking_Bivalent_TSS_Enh
HSMM_Skeletal_Muscle_Myoblasts_Active_TSS	CD8_Memory_Primary_Cells_Flanking_Bivalent_TSS_Enh
Colon_Smooth_Muscle_Active_TSS	Right_Atrium_Flanking_Active_TSS
CD19_Primary_Cells_Cord_BI_Active_TSS	K562_Leukemia_Bivalent_Poised_TSS
Duodenum_Smooth_Muscle_Transcr_at_gene_5_and_3	Aorta_Flanking_Active_TSS
Rectal_Smooth_Muscle_Bivalent_Poised_TSS	iPS_20b_Cell_Line_Bivalent_Poised_TSS
iPS_18_Cell_Line_Active_TSS	Fetal_Lung_Bivalent_Poised_TSS
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Active_TSS	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Transcr_at_gene_5_and_3
CD3_Primary_Cells_Cord_BI_Bivalent_Poised_TSS	HUES64_Cell_Line_Bivalent_Poised_TSS
H9_Cell_Line_ZNF_genes_and_repeats	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Bivalent_Poised_TSS
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Enhancers	Mobilized_CD34_Primary_Cells_Female_Bivalent_Poised_TSS
IMR90_Cell_Line_Enhancers	CD34_Primary_Cells_Flanking_Bivalent_TSS_Enh
K562_Leukemia_Enhancers	Fetal_Brain_Female_Bivalent_Poised_TSS
CD34_Primary_Cells_Enhancers	Duodenum_Smooth_Muscle_Transcr_at_gene_5_and_3
Lung_ZNF_genes_and_repeats	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Bivalent_Poised_TSS
GM12878_Lymphoblastoid_Repressed_PolyComb	Skeletal_Muscle_Male_Transcr_at_gene_5_and_3
Mobilized_CD34_Primary_Cells_Male_Transcr_at_gene_5_and_3	K562_Leukemia_Flanking_Bivalent_TSS_Enh
H9_Derived_Neuron_Cultured_Cells_Flanking_Active_TSS	Fetal_Muscle_Leg_Flanking_Bivalent_TSS_Enh
Dnd41_TCell_Leukemia_Active_TSS	Aorta_Bivalent_Poised_TSS
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Genic_enhancers	HUES48_Cell_Line_Bivalent_Poised_TSS
HMEC_Mammary_Epithelial_Transcr_at_gene_5_and_3	Fetal_Muscle_Trunk_Flanking_Bivalent_TSS_Enh
Skeletal_Muscle_Male_Enhancers	4star_Transcr_at_gene_5_and_3
CD14_Primary_Cells_Active_TSS	Fetal_Muscle_Leg_Transcr_at_gene_5_and_3
Brain_Mid_Frontal_Lobe_Enhancers	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Psoas_Muscle_Enhancers	IMR90_Cell_Line_Bivalent_Poised_TSS
Thymus_Enhancers	Fetal_Heart_Transcr_at_gene_5_and_3
Colonic_Mucosa_Enhancers	iPS_DF_19.11_Cell_Line_Bivalent_Poised_TSS
Lung_Transcr_at_gene_5_and_3	HSMM_Skeletal_Muscle_Myoblasts_Flanking_Bivalent_TSS_Enh
iPS_DF_19.11_Cell_Line_Strong_transcription	Fetal_Intestine_Small_Flanking_Bivalent_TSS_Enh
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Genic_enhancers	Osteoblasts_Flanking_Bivalent_TSS_Enh
Stomach_Mucosa_Enhancers	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Transcr_at_gene_5_and_3
Fetal_Lung_Genic_enhancers	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Flanking_Active_TSS	CD3_Primary_Cells_Cord_BI_Bivalent_Poised_TSS
Peripheral_Blood_Mononuclear_Primary_Cells_ZNF_genes_and_repeats	Rectal_Mucosa.Donor_31_Bivalent_Poised_TSS
CD4pp_CD25__Th_Primary_Cells_Active_TSS	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Flanking_Bivalent_TSS_Enh
CD8_Naive_Primary_Cells_Repressed_PolyComb	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Flanking_Bivalent_TSS_Enh
H9_Derived_Neuron_Cultured_Cells_ZNF_genes_and_repeats	HMEC_Mammary_Epithelial_Bivalent_Poised_TSS
Brain_Inferior_Temporal_Lobe_Bivalent_Poised_TSS	NHDF_Ad_Adult_Dermal_Fibroblasts_Bivalent_Poised_TSS
Fetal_Kidney_Bivalent_Poised_TSS	Ovary_Flanking_Active_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Genic_enhancers	IMR90_Cell_Line_Transcr_at_gene_5_and_3
H1_Derived_Mesenchymal_Stem_Cells_Active_TSS	HUVEC_Umbilical_Vein_Endothelial_Cells_Bivalent_Poised_TSS
Brain_Inferior_Temporal_Lobe_Repressed_PolyComb	Fetal_Placenta_Transcr_at_gene_5_and_3
CD56_Primary_Cells_Genic_enhancers	HUES64_Cell_Line_Flanking_Active_TSS
H9_Derived_Neuron_Cultured_Cells_Genic_enhancers	Rectal_Mucosa.Donor_31_Flanking_Bivalent_TSS_Enh
Mobilized_CD34_Primary_Cells_Male_Active_TSS	Fetal_Stomach_Flanking_Bivalent_TSS_Enh
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Transcr_at_gene_5_and_3	Fetal_Lung_Flanking_Bivalent_TSS_Enh
Adipose_Nuclei_Enhancers	A549_EtOH_0.02pct_Lung_Carcinoma_Bivalent_Poised_TSS
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_ZNF_genes_and_repeats	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Transcr_at_gene_5_and_3
Rectal_Mucosa.Donor_29_Bivalent_Poised_TSS	H9_Derived_Neuron_Cultured_Cells_Bivalent_Poised_TSS
Osteoblasts_Transcr_at_gene_5_and_3	Fetal_Intestine_Large_Flanking_Bivalent_TSS_Enh
CD19_Primary_Cells_Peripheral_UW_Repressed_PolyComb	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_29_Transcr_at_gene_5_and_3	iPS_15b_Cell_Line_Flanking_Active_TSS
Rectal_Smooth_Muscle_Transcr_at_gene_5_and_3	iPS_18_Cell_Line_Flanking_Bivalent_TSS_Enh
Adult_Liver_Genic_enhancers	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Bivalent_Poised_TSS
A549_EtOH_0.02pct_Lung_Carcinoma_Transcr_at_gene_5_and_3	NHDF_Ad_Adult_Dermal_Fibroblasts_Flanking_Active_TSS
Fetal_Stomach_Enhancers	Fetal_Intestine_Small_Transcr_at_gene_5_and_3
Fetal_Stomach_Bivalent_Enhancer	ES_I3_Cell_Line_Transcr_at_gene_5_and_3
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Transcr_at_gene_5_and_3	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh
H9_Derived_Neuron_Cultured_Cells_Transcr_at_gene_5_and_3	Muscle_Satellite_Cultured_Cells_Bivalent_Poised_TSS
Brain_Cingulate_Gyrus_Transcr_at_gene_5_and_3	HUES6_Cell_Line_Bivalent_Poised_TSS
Mobilized_CD34_Primary_Cells_Female_Transcr_at_gene_5_and_3	Breast_vHMEC_Transcr_at_gene_5_and_3
Duodenum_Mucosa_Enhancers	H9_Derived_Neuron_Cultured_Cells_Flanking_Bivalent_TSS_Enh
iPS_DF_6.9_Cell_Line_Repressed_PolyComb	Muscle_Satellite_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Brain_Anterior_Caudate_Transcr_at_gene_5_and_3	H9_Cell_Line_Flanking_Active_TSS
Neurosphere_Cultured_Cells_Cortex_Derived_Flanking_Active_TSS	HUES48_Cell_Line_Flanking_Active_TSS
HUES6_Cell_Line_Enhancers	NHEK_Epidermal_Keratinocytes_Flanking_Bivalent_TSS_Enh
Fetal_Muscle_Trunk_Transcr_at_gene_5_and_3	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Enhancers	Esophagus_Bivalent_Poised_TSS
HUES6_Cell_Line_Transcr_at_gene_5_and_3	Fetal_Brain_Female_Flanking_Bivalent_TSS_Enh
ES_I3_Cell_Line_Repressed_PolyComb	4star_Bivalent_Poised_TSS
Sigmoid_Colon_Enhancers	Skeletal_Muscle_Female_Bivalent_Poised_TSS
Brain_Germinal_Matrix_ZNF_genes_and_repeats	Mobilized_CD34_Primary_Cells_Female_Flanking_Bivalent_TSS_Enh
Adult_Liver_Bivalent_Enhancer	Fetal_Adrenal_Gland_Flanking_Bivalent_TSS_Enh
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Bivalent_Poised_TSS	ES_I3_Cell_Line_Bivalent_Poised_TSS
Fetal_Kidney_Active_TSS	H1_Cell_Line_Transcr_at_gene_5_and_3
Brain_Inferior_Temporal_Lobe_Enhancers	NHEK_Epidermal_Keratinocytes_Bivalent_Poised_TSS
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_ZNF_genes_and_repeats	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_31_Enhancers	Rectal_Mucosa.Donor_29_Bivalent_Poised_TSS
4star_Repressed_PolyComb	Pancreatic_Islets_Flanking_Active_TSS
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Enhancers	CD15_Primary_Cells_Bivalent_Enhancer
Stomach_Smooth_Muscle_Flanking_Active_TSS	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Flanking_Bivalent_TSS_Enh
CD3_Primary_Cells_Cord_BI_Transcr_at_gene_5_and_3	CD34_Primary_Cells_Bivalent_Poised_TSS
CD34_Cultured_Cells_Enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Flanking_Bivalent_TSS_Enh
4star_Transcr_at_gene_5_and_3	Fetal_Heart_Bivalent_Poised_TSS
Fetal_Adrenal_Gland_Bivalent_Enhancer	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Bivalent_Poised_TSS
Adipose_Nuclei_Transcr_at_gene_5_and_3	iPS_15b_Cell_Line_Bivalent_Poised_TSS
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Enhancers	NHLF_Lung_Fibroblasts_Bivalent_Poised_TSS
Rectal_Smooth_Muscle_ZNF_genes_and_repeats	H1_Cell_Line_Flanking_Bivalent_TSS_Enh
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Enhancers	NHLF_Lung_Fibroblasts_Flanking_Bivalent_TSS_Enh
HSMM_Skeletal_Muscle_Myoblasts_ZNF_genes_and_repeats	Fetal_Muscle_Trunk_Transcr_at_gene_5_and_3
GM12878_Lymphoblastoid_Genic_enhancers	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Active_TSS	HUES6_Cell_Line_Flanking_Active_TSS
Brain_Cingulate_Gyrus_Enhancers	Duodenum_Smooth_Muscle_Bivalent_Poised_TSS
HUVEC_Umbilical_Vein_Endothelial_Cells_Flanking_Active_TSS	Osteoblasts_Bivalent_Poised_TSS
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers	A549_EtOH_0.02pct_Lung_Carcinoma_Flanking_Bivalent_TSS_Enh
CD8_Naive_Primary_Cells_Enhancers	NHDF_Ad_Adult_Dermal_Fibroblasts_Flanking_Bivalent_TSS_Enh
Fetal_Intestine_Small_Active_TSS	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Brain_Cingulate_Gyrus_Repressed_PolyComb	Colonic_Mucosa_Bivalent_Poised_TSS
CD3_Primary_Cells_Peripheral_UW_Bivalent_Enhancer	HUES6_Cell_Line_Transcr_at_gene_5_and_3
Ovary_ZNF_genes_and_repeats	ES_WA7_Cell_Line_Bivalent_Poised_TSS
Rectal_Mucosa.Donor_31_Bivalent_Poised_TSS	iPS_DF_6.9_Cell_Line_Bivalent_Poised_TSS
CD56_Primary_Cells_Flanking_Active_TSS	HMEC_Mammary_Epithelial_Flanking_Bivalent_TSS_Enh
Spleen_Bivalent_Enhancer	Skeletal_Muscle_Male_Bivalent_Poised_TSS
CD19_Primary_Cells_Peripheral_UW_Enhancers	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Bivalent_Poised_TSS
Skeletal_Muscle_Female_Flanking_Active_TSS	NH_A_Astrocytes_Flanking_Bivalent_TSS_Enh
Fetal_Stomach_Transcr_at_gene_5_and_3	Duodenum_Mucosa_Bivalent_Poised_TSS
Brain_Germinal_Matrix_Enhancers	Skeletal_Muscle_Female_Flanking_Bivalent_TSS_Enh
Muscle_Satellite_Cultured_Cells_Genic_enhancers	Rectal_Mucosa.Donor_29_Flanking_Bivalent_TSS_Enh
CD8_Memory_Primary_Cells_Genic_enhancers	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Enhancers	Fetal_Kidney_Bivalent_Poised_TSS
HUES64_Cell_Line_Active_TSS	HUES64_Cell_Line_Flanking_Bivalent_TSS_Enh
Mobilized_CD34_Primary_Cells_Female_Active_TSS	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Bivalent_Enhancer
4star_Active_TSS	CD19_Primary_Cells_Peripheral_UW_Transcr_at_gene_5_and_3
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3	iPS_18_Cell_Line_Transcr_at_gene_5_and_3
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Genic_enhancers	Fetal_Adrenal_Gland_Transcr_at_gene_5_and_3
Brain_Angular_Gyrus_Enhancers	Neurosphere_Cultured_Cells_Cortex_Derived_Flanking_Bivalent_TSS_Enh
NHEK_Epidermal_Keratinocytes_ZNF_genes_and_repeats	HSMM_Skeletal_Muscle_Myoblasts_Bivalent_Poised_TSS
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Active_TSS	Colonic_Mucosa_Transcr_at_gene_5_and_3
Fetal_Adrenal_Gland_Enhancers	IMR90_Cell_Line_Flanking_Bivalent_TSS_Enh
Brain_Hippocampus_Middle_Enhancers	iPS_15b_Cell_Line_Transcr_at_gene_5_and_3
CD8_Naive_Primary_Cells_Genic_enhancers	Placenta_Amnion_Bivalent_Poised_TSS
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Enhancers	Spleen_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Enhancers	HUES48_Cell_Line_Flanking_Bivalent_TSS_Enh
ES_I3_Cell_Line_Active_TSS	H9_Derived_Neuron_Cultured_Cells_Transcr_at_gene_5_and_3
HeLa_S3_Cervical_Carcinoma_Flanking_Active_TSS	Mobilized_CD34_Primary_Cells_Male_Flanking_Bivalent_TSS_Enh
CD8_Memory_Primary_Cells_Transcr_at_gene_5_and_3	HUES64_Cell_Line_Transcr_at_gene_5_and_3
HSMM_Skeletal_Muscle_Myoblasts_Enhancers	Fetal_Brain_Male_ZNF_genes_and_repeats
Fetal_Intestine_Large_Enhancers	Duodenum_Mucosa_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Enhancers	Rectal_Smooth_Muscle_Transcr_at_gene_5_and_3
Skeletal_Muscle_Male_Flanking_Active_TSS	GM12878_Lymphoblastoid_Flanking_Active_TSS
CD8_Memory_Primary_Cells_Enhancers	Pancreatic_Islets_Bivalent_Poised_TSS
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Enhancers	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Flanking_Active_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Enhancers	Fetal_Kidney_Transcr_at_gene_5_and_3
CD4_Memory_Primary_Cells_Active_TSS	H1_Derived_Mesenchymal_Stem_Cells_Transcr_at_gene_5_and_3
Adult_Liver_Enhancers	Breast_Myoepithelial_Cells_Bivalent_Poised_TSS
NH_A_Astrocytes_Enhancers	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Bivalent_Poised_TSS
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Genic_enhancers	Placenta_Amnion_Flanking_Bivalent_TSS_Enh
Brain_Substantia_Nigra_Enhancers	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
Esophagus_Active_TSS	CD14_Primary_Cells_Bivalent_Enhancer
Fetal_Stomach_Bivalent_Poised_TSS	Mobilized_CD34_Primary_Cells_Male_Bivalent_Poised_TSS
CD34_Primary_Cells_Active_TSS	iPS_20b_Cell_Line_Transcr_at_gene_5_and_3
Adult_Liver_Transcr_at_gene_5_and_3	iPS_20b_Cell_Line_Flanking_Bivalent_TSS_Enh
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers	Rectal_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
NHLF_Lung_Fibroblasts_Bivalent_Poised_TSS	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Active_TSS
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Repressed_PolyComb	CD56_Primary_Cells_Transcr_at_gene_5_and_3
Adult_Liver_Repressed_PolyComb	Esophagus_Flanking_Bivalent_TSS_Enh
CD4_Naive_Primary_Cells_Enhancers	Colonic_Mucosa_Flanking_Bivalent_TSS_Enh
Breast_Myoepithelial_Cells_Enhancers	CD8_Naive_Primary_Cells_Bivalent_Enhancer
Brain_Anterior_Caudate_Enhancers	Muscle_Satellite_Cultured_Cells_Transcr_at_gene_5_and_3
CD3_Primary_Cells_Peripheral_UW_Genic_enhancers	HUES48_Cell_Line_Transcr_at_gene_5_and_3
CD56_Primary_Cells_ZNF_genes_and_repeats	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Bivalent_Poised_TSS
CD34_Primary_Cells_Genic_enhancers	iPS_15b_Cell_Line_Flanking_Bivalent_TSS_Enh
HSMM_Skeletal_Muscle_Myoblasts_Transcr_at_gene_5_and_3	Fetal_Thymus_Transcr_at_gene_5_and_3
4star_Bivalent_Enhancer	Brain_Angular_Gyrus_Flanking_Bivalent_TSS_Enh
Thymus_Bivalent_Poised_TSS	CD4_Memory_Primary_Cells_Bivalent_Enhancer
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Repressed_PolyComb	Psoas_Muscle_Bivalent_Poised_TSS
K562_Leukemia_Genic_enhancers	HMEC_Mammary_Epithelial_Transcr_at_gene_5_and_3
iPS_15b_Cell_Line_Active_TSS	H9_Cell_Line_Bivalent_Poised_TSS
CD3_Primary_Cells_Cord_BI_Genic_enhancers	Skeletal_Muscle_Female_Transcr_at_gene_5_and_3
