Embedding-based	Giggle-legacy
Brain_Substantia_Nigra_Transcr_at_gene_5_and_3	Ovary_Flanking_Active_TSS
CD34_Primary_Cells_Enhancers	ES_I3_Cell_Line_Flanking_Active_TSS
Placenta_Amnion_ZNF_genes_and_repeats	Fetal_Intestine_Small_Transcr_at_gene_5_and_3
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Transcr_at_gene_5_and_3	iPS_20b_Cell_Line_Flanking_Active_TSS
Mobilized_CD34_Primary_Cells_Male_Flanking_Active_TSS	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Transcr_at_gene_5_and_3
Colon_Smooth_Muscle_Genic_enhancers	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Bivalent_Poised_TSS
CD34_Primary_Cells_Transcr_at_gene_5_and_3	CD34_Primary_Cells_Active_TSS
Mobilized_CD34_Primary_Cells_Male_Enhancers	Mobilized_CD34_Primary_Cells_Female_Active_TSS
CD15_Primary_Cells_Transcr_at_gene_5_and_3	Fetal_Thymus_Flanking_Bivalent_TSS_Enh
Brain_Substantia_Nigra_ZNF_genes_and_repeats	HepG2_Hepatocellular_Carcinoma_Flanking_Active_TSS
Fetal_Thymus_Transcr_at_gene_5_and_3	iPS_DF_19.11_Cell_Line_Transcr_at_gene_5_and_3
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Flanking_Active_TSS	Mobilized_CD34_Primary_Cells_Male_Active_TSS
Esophagus_ZNF_genes_and_repeats	Monocytes_CD14pp_RO01746_Flanking_Active_TSS
Brain_Mid_Frontal_Lobe_ZNF_genes_and_repeats	CD14_Primary_Cells_Flanking_Bivalent_TSS_Enh
Brain_Hippocampus_Middle_ZNF_genes_and_repeats	iPS_20b_Cell_Line_Bivalent_Poised_TSS
Fetal_Muscle_Leg_Flanking_Active_TSS	IMR90_Cell_Line_Transcr_at_gene_5_and_3
Colon_Smooth_Muscle_Enhancers	HepG2_Hepatocellular_Carcinoma_Flanking_Bivalent_TSS_Enh
Rectal_Smooth_Muscle_ZNF_genes_and_repeats	CD15_Primary_Cells_Flanking_Bivalent_TSS_Enh
4star_ZNF_genes_and_repeats	Fetal_Adrenal_Gland_Transcr_at_gene_5_and_3
iPS_DF_19.11_Cell_Line_Enhancers	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Transcr_at_gene_5_and_3
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Genic_enhancers	HUES64_Cell_Line_Transcr_at_gene_5_and_3
Breast_vHMEC_Genic_enhancers	iPS_18_Cell_Line_Flanking_Bivalent_TSS_Enh
Spleen_ZNF_genes_and_repeats	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh
HeLa_S3_Cervical_Carcinoma_Enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Bivalent_Poised_TSS
Brain_Cingulate_Gyrus_ZNF_genes_and_repeats	iPS_18_Cell_Line_Bivalent_Poised_TSS
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Transcr_at_gene_5_and_3	Fetal_Muscle_Trunk_Transcr_at_gene_5_and_3
CD14_Primary_Cells_Transcr_at_gene_5_and_3	Dnd41_TCell_Leukemia_Transcr_at_gene_5_and_3
A549_EtOH_0.02pct_Lung_Carcinoma_Flanking_Active_TSS	HUES64_Cell_Line_Flanking_Bivalent_TSS_Enh
Fetal_Brain_Male_Genic_enhancers	HUES64_Cell_Line_Bivalent_Poised_TSS
NHLF_Lung_Fibroblasts_Enhancers	Thymus_Bivalent_Poised_TSS
Neurosphere_Cultured_Cells_Cortex_Derived_Genic_enhancers	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_29_Active_TSS	Thymus_Flanking_Bivalent_TSS_Enh
HUES64_Cell_Line_Genic_enhancers	Fetal_Lung_Transcr_at_gene_5_and_3
Small_Intestine_Transcr_at_gene_5_and_3	H1_Cell_Line_Bivalent_Poised_TSS
Lung_Genic_enhancers	CD19_Primary_Cells_Cord_BI_Active_TSS
Fetal_Placenta_ZNF_genes_and_repeats	A549_EtOH_0.02pct_Lung_Carcinoma_Flanking_Active_TSS
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Enhancers	H9_Derived_Neuron_Cultured_Cells_Enhancers
Duodenum_Mucosa_Flanking_Active_TSS	HUES48_Cell_Line_Transcr_at_gene_5_and_3
Stomach_Mucosa_Enhancers	iPS_20b_Cell_Line_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Active_TSS	Neurosphere_Cultured_Cells_Cortex_Derived_Transcr_at_gene_5_and_3
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Enhancers	CD56_Primary_Cells_Flanking_Bivalent_TSS_Enh
Right_Atrium_Repressed_PolyComb	Monocytes_CD14pp_RO01746_Flanking_Bivalent_TSS_Enh
Stomach_Smooth_Muscle_ZNF_genes_and_repeats	HUES48_Cell_Line_Bivalent_Poised_TSS
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Flanking_Active_TSS	Fetal_Thymus_Bivalent_Poised_TSS
Adipose_Nuclei_Genic_enhancers	CD19_Primary_Cells_Cord_BI_Flanking_Bivalent_TSS_Enh
H9_Cell_Line_Genic_enhancers	Brain_Germinal_Matrix_Bivalent_Poised_TSS
CD19_Primary_Cells_Cord_BI_Enhancers	ES_WA7_Cell_Line_Flanking_Active_TSS
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Active_TSS	CD3_Primary_Cells_Peripheral_UW_Flanking_Bivalent_TSS_Enh
CD8_Memory_Primary_Cells_Enhancers	Stomach_Mucosa_Flanking_Bivalent_TSS_Enh
HSMM_Skeletal_Muscle_Myoblasts_Enhancers	Fetal_Stomach_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_31_Flanking_Active_TSS	ES_I3_Cell_Line_Bivalent_Poised_TSS
CD4_Naive_Primary_Cells_Flanking_Active_TSS	Fetal_Intestine_Large_Bivalent_Poised_TSS
Fetal_Heart_Transcr_at_gene_5_and_3	Fetal_Intestine_Small_Flanking_Bivalent_TSS_Enh
Brain_Germinal_Matrix_Active_TSS	Fetal_Stomach_Bivalent_Poised_TSS
Fetal_Adrenal_Gland_ZNF_genes_and_repeats	K562_Leukemia_Transcr_at_gene_5_and_3
GM12878_Lymphoblastoid_Genic_enhancers	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Flanking_Bivalent_TSS_Enh
Brain_Inferior_Temporal_Lobe_Transcr_at_gene_5_and_3	GM12878_Lymphoblastoid_Bivalent_Poised_TSS
Brain_Angular_Gyrus_ZNF_genes_and_repeats	iPS_15b_Cell_Line_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Enhancers	Fetal_Intestine_Small_Bivalent_Poised_TSS
Skeletal_Muscle_Male_ZNF_genes_and_repeats	CD19_Primary_Cells_Peripheral_UW_Flanking_Bivalent_TSS_Enh
GM12878_Lymphoblastoid_Active_TSS	HUES48_Cell_Line_Flanking_Bivalent_TSS_Enh
Fetal_Adrenal_Gland_Flanking_Active_TSS	Fetal_Brain_Male_Flanking_Bivalent_TSS_Enh
Brain_Inferior_Temporal_Lobe_ZNF_genes_and_repeats	CD19_Primary_Cells_Cord_BI_Bivalent_Poised_TSS
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Genic_enhancers	Fetal_Intestine_Large_Flanking_Bivalent_TSS_Enh
Skeletal_Muscle_Female_Active_TSS	iPS_20b_Cell_Line_Transcr_at_gene_5_and_3
iPS_15b_Cell_Line_Enhancers	Stomach_Mucosa_Bivalent_Poised_TSS
Fetal_Stomach_ZNF_genes_and_repeats	CD34_Cultured_Cells_Transcr_at_gene_5_and_3
Fetal_Kidney_Bivalent_Poised_TSS	HUES6_Cell_Line_Bivalent_Poised_TSS
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Active_TSS	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh
H1_Derived_Neuronal_Progenitor_Cultured_Cells_ZNF_genes_and_repeats	Fetal_Muscle_Leg_Flanking_Bivalent_TSS_Enh
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Genic_enhancers	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Bivalent_Poised_TSS
iPS_DF_19.11_Cell_Line_Repressed_PolyComb	GM12878_Lymphoblastoid_Flanking_Active_TSS
4star_Genic_enhancers	NHLF_Lung_Fibroblasts_Transcr_at_gene_5_and_3
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_ZNF_genes_and_repeats	Fetal_Heart_Flanking_Bivalent_TSS_Enh
HUVEC_Umbilical_Vein_Endothelial_Cells_Transcr_at_gene_5_and_3	GM12878_Lymphoblastoid_Flanking_Bivalent_TSS_Enh
CD4_Naive_Primary_Cells_Enhancers	Fetal_Muscle_Trunk_Flanking_Bivalent_TSS_Enh
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	HUES6_Cell_Line_Transcr_at_gene_5_and_3
IMR90_Cell_Line_Genic_enhancers	HSMM_Skeletal_Muscle_Myoblasts_Transcr_at_gene_5_and_3
HMEC_Mammary_Epithelial_Genic_enhancers	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Flanking_Bivalent_TSS_Enh
Fetal_Brain_Female_Flanking_Active_TSS	Peripheral_Blood_Mononuclear_Primary_Cells_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Flanking_Active_TSS	H1_Cell_Line_Flanking_Bivalent_TSS_Enh
4star_Bivalent_Enhancer	Dnd41_TCell_Leukemia_Bivalent_Poised_TSS
Osteoblasts_Genic_enhancers	CD8_Memory_Primary_Cells_Flanking_Bivalent_TSS_Enh
Peripheral_Blood_Mononuclear_Primary_Cells_ZNF_genes_and_repeats	ES_I3_Cell_Line_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_ZNF_genes_and_repeats	NHEK_Epidermal_Keratinocytes_Transcr_at_gene_5_and_3
NHLF_Lung_Fibroblasts_Genic_enhancers	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Bivalent_Poised_TSS
Fetal_Kidney_Genic_enhancers	Fetal_Adrenal_Gland_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Genic_enhancers	CD8_Memory_Primary_Cells_Bivalent_Poised_TSS
Brain_Mid_Frontal_Lobe_Transcr_at_gene_5_and_3	CD3_Primary_Cells_Cord_BI_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_ZNF_genes_and_repeats	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Bivalent_Poised_TSS
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Transcr_at_gene_5_and_3
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Enhancers	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Flanking_Bivalent_TSS_Enh
Fetal_Kidney_ZNF_genes_and_repeats	HUVEC_Umbilical_Vein_Endothelial_Cells_Flanking_Bivalent_TSS_Enh
Stomach_Smooth_Muscle_Genic_enhancers	Monocytes_CD14pp_RO01746_Bivalent_Poised_TSS
Colonic_Mucosa_ZNF_genes_and_repeats	CD8_Naive_Primary_Cells_Flanking_Bivalent_TSS_Enh
Fetal_Lung_Enhancers	iPS_15b_Cell_Line_Bivalent_Poised_TSS
Fetal_Brain_Male_Transcr_at_gene_5_and_3	CD15_Primary_Cells_Bivalent_Enhancer
CD8_Memory_Primary_Cells_Flanking_Active_TSS	CD15_Primary_Cells_Bivalent_Poised_TSS
Mobilized_CD34_Primary_Cells_Female_Genic_enhancers	Brain_Germinal_Matrix_Flanking_Bivalent_TSS_Enh
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Flanking_Active_TSS	Fetal_Lung_Flanking_Bivalent_TSS_Enh
Dnd41_TCell_Leukemia_Enhancers	CD34_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Fetal_Placenta_Enhancers	Rectal_Mucosa.Donor_31_Flanking_Bivalent_TSS_Enh
Osteoblasts_ZNF_genes_and_repeats	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Flanking_Bivalent_TSS_Enh
Osteoblasts_Enhancers	Rectal_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	Fetal_Kidney_Transcr_at_gene_5_and_3
Breast_vHMEC_Transcr_at_gene_5_and_3	iPS_18_Cell_Line_Transcr_at_gene_5_and_3
iPS_18_Cell_Line_Enhancers	Peripheral_Blood_Mononuclear_Primary_Cells_Bivalent_Poised_TSS
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	Rectal_Mucosa.Donor_31_Bivalent_Poised_TSS
ES_I3_Cell_Line_ZNF_genes_and_repeats	Breast_vHMEC_Flanking_Bivalent_TSS_Enh
Stomach_Mucosa_ZNF_genes_and_repeats	Osteoblasts_Flanking_Bivalent_TSS_Enh
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Bivalent_Enhancer	CD4_Naive_Primary_Cells_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Genic_enhancers	CD4_Memory_Primary_Cells_Flanking_Bivalent_TSS_Enh
CD8_Naive_Primary_Cells_Flanking_Active_TSS	Fetal_Muscle_Trunk_Bivalent_Poised_TSS
Skeletal_Muscle_Female_ZNF_genes_and_repeats	Fetal_Heart_Bivalent_Poised_TSS
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Flanking_Active_TSS	CD4pp_CD25__Th_Primary_Cells_Flanking_Bivalent_TSS_Enh
H9_Cell_Line_Transcr_at_gene_5_and_3	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Bivalent_Poised_TSS
CD8_Memory_Primary_Cells_Genic_enhancers	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Brain_Anterior_Caudate_ZNF_genes_and_repeats	CD34_Primary_Cells_Flanking_Bivalent_TSS_Enh
HUES48_Cell_Line_Enhancers	NHDF_Ad_Adult_Dermal_Fibroblasts_Flanking_Bivalent_TSS_Enh
Aorta_ZNF_genes_and_repeats	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Bivalent_Poised_TSS
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_ZNF_genes_and_repeats	Breast_vHMEC_Transcr_at_gene_5_and_3
Stomach_Mucosa_Genic_enhancers	H9_Cell_Line_Transcr_at_gene_5_and_3
Fetal_Intestine_Small_ZNF_genes_and_repeats	Fetal_Brain_Male_Bivalent_Poised_TSS
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Flanking_Active_TSS	CD56_Primary_Cells_Bivalent_Poised_TSS
Peripheral_Blood_Mononuclear_Primary_Cells_Transcr_at_gene_5_and_3	CD3_Primary_Cells_Cord_BI_Bivalent_Poised_TSS
Esophagus_Genic_enhancers	Rectal_Mucosa.Donor_29_Bivalent_Poised_TSS
Breast_Myoepithelial_Cells_Transcr_at_gene_5_and_3	Rectal_Mucosa.Donor_29_Flanking_Bivalent_TSS_Enh
CD4_Memory_Primary_Cells_Flanking_Active_TSS	A549_EtOH_0.02pct_Lung_Carcinoma_Flanking_Bivalent_TSS_Enh
Brain_Hippocampus_Middle_Flanking_Active_TSS	CD14_Primary_Cells_Bivalent_Enhancer
Placenta_Amnion_Genic_enhancers	IMR90_Cell_Line_Bivalent_Poised_TSS
H1_BMP4_Derived_Trophoblast_Cultured_Cells_ZNF_genes_and_repeats	Mobilized_CD34_Primary_Cells_Female_Flanking_Bivalent_TSS_Enh
NHDF_Ad_Adult_Dermal_Fibroblasts_Genic_enhancers	H9_Cell_Line_Flanking_Bivalent_TSS_Enh
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Enhancers	ES_WA7_Cell_Line_Bivalent_Poised_TSS
NHEK_Epidermal_Keratinocytes_Enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Flanking_Bivalent_TSS_Enh
Aorta_Genic_enhancers	Fetal_Placenta_Flanking_Bivalent_TSS_Enh
Muscle_Satellite_Cultured_Cells_Enhancers	Mobilized_CD34_Primary_Cells_Male_Flanking_Bivalent_TSS_Enh
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Genic_enhancers	HUES6_Cell_Line_Flanking_Bivalent_TSS_Enh
CD3_Primary_Cells_Peripheral_UW_Enhancers	Adult_Liver_Flanking_Bivalent_TSS_Enh
H1_Derived_Mesenchymal_Stem_Cells_Genic_enhancers	NHLF_Lung_Fibroblasts_Bivalent_Poised_TSS
Fetal_Intestine_Small_Transcr_at_gene_5_and_3	NHLF_Lung_Fibroblasts_Flanking_Bivalent_TSS_Enh
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	CD4_Naive_Primary_Cells_Bivalent_Poised_TSS
Right_Ventricle_Transcr_at_gene_5_and_3	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Flanking_Bivalent_TSS_Enh
Right_Atrium_ZNF_genes_and_repeats	Fetal_Muscle_Leg_Bivalent_Poised_TSS
Colon_Smooth_Muscle_ZNF_genes_and_repeats	Breast_vHMEC_Bivalent_Poised_TSS
H1_Cell_Line_Bivalent_Enhancer	NHDF_Ad_Adult_Dermal_Fibroblasts_Bivalent_Poised_TSS
Psoas_Muscle_ZNF_genes_and_repeats	Dnd41_TCell_Leukemia_Bivalent_Enhancer
HUES48_Cell_Line_Bivalent_Enhancer	Fetal_Placenta_Transcr_at_gene_5_and_3
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Active_TSS	A549_EtOH_0.02pct_Lung_Carcinoma_Bivalent_Poised_TSS
Fetal_Muscle_Leg_Bivalent_Enhancer	4star_Transcr_at_gene_5_and_3
CD56_Primary_Cells_Enhancers	Fetal_Thymus_Bivalent_Enhancer
Peripheral_Blood_Mononuclear_Primary_Cells_Flanking_Active_TSS	Fetal_Intestine_Large_Transcr_at_gene_5_and_3
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_ZNF_genes_and_repeats	H1_Cell_Line_Transcr_at_gene_5_and_3
HUES64_Cell_Line_Enhancers	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
CD3_Primary_Cells_Cord_BI_Enhancers	Fetal_Lung_Bivalent_Poised_TSS
Fetal_Intestine_Large_Genic_enhancers	H1_Derived_Mesenchymal_Stem_Cells_Transcr_at_gene_5_and_3
Psoas_Muscle_Genic_enhancers	Muscle_Satellite_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Lung_Repressed_PolyComb	Muscle_Satellite_Cultured_Cells_Bivalent_Poised_TSS
CD14_Primary_Cells_Genic_enhancers	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Bivalent_Poised_TSS
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Transcr_at_gene_5_and_3	IMR90_Cell_Line_Flanking_Bivalent_TSS_Enh
CD4_Memory_Primary_Cells_Repressed_PolyComb	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Enhancers	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_29_Flanking_Active_TSS	Duodenum_Mucosa_Bivalent_Poised_TSS
K562_Leukemia_ZNF_genes_and_repeats	Duodenum_Smooth_Muscle_Bivalent_Poised_TSS
iPS_18_Cell_Line_Bivalent_Enhancer	Fetal_Kidney_Flanking_Bivalent_TSS_Enh
Adult_Liver_Enhancers	CD8_Naive_Primary_Cells_Bivalent_Poised_TSS
CD8_Naive_Primary_Cells_Genic_enhancers	Fetal_Thymus_Transcr_at_gene_5_and_3
Fetal_Stomach_Transcr_at_gene_5_and_3	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Bivalent_Enhancer
NHEK_Epidermal_Keratinocytes_Genic_enhancers	Duodenum_Smooth_Muscle_Transcr_at_gene_5_and_3
Right_Ventricle_Genic_enhancers	Fetal_Adrenal_Gland_Bivalent_Poised_TSS
H1_Cell_Line_ZNF_genes_and_repeats	CD14_Primary_Cells_Bivalent_Poised_TSS
HUVEC_Umbilical_Vein_Endothelial_Cells_ZNF_genes_and_repeats	Fetal_Brain_Female_Flanking_Bivalent_TSS_Enh
Fetal_Intestine_Large_ZNF_genes_and_repeats	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Bivalent_Poised_TSS
Muscle_Satellite_Cultured_Cells_Genic_enhancers	Skeletal_Muscle_Female_Flanking_Bivalent_TSS_Enh
CD19_Primary_Cells_Peripheral_UW_Bivalent_Enhancer	Duodenum_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Flanking_Bivalent_TSS_Enh
Fetal_Adrenal_Gland_Enhancers	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Transcr_at_gene_5_and_3
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Genic_enhancers	NHEK_Epidermal_Keratinocytes_Flanking_Bivalent_TSS_Enh
Fetal_Thymus_Enhancers	Osteoblasts_Bivalent_Poised_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Genic_enhancers	NH_A_Astrocytes_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Genic_enhancers	Peripheral_Blood_Mononuclear_Primary_Cells_Enhancers
Fetal_Muscle_Leg_Enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Transcr_at_gene_5_and_3
Pancreas_ZNF_genes_and_repeats	Fetal_Brain_Male_Enhancers
CD4_Naive_Primary_Cells_Repressed_PolyComb	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Flanking_Bivalent_TSS_Enh
A549_EtOH_0.02pct_Lung_Carcinoma_Genic_enhancers	Duodenum_Mucosa_Flanking_Bivalent_TSS_Enh
Fetal_Lung_ZNF_genes_and_repeats	CD34_Primary_Cells_Bivalent_Poised_TSS
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Active_TSS	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Bivalent_Poised_TSS
CD34_Cultured_Cells_Enhancers	CD34_Cultured_Cells_Bivalent_Poised_TSS
Pancreatic_Islets_Genic_enhancers	HSMM_Skeletal_Muscle_Myoblasts_Flanking_Bivalent_TSS_Enh
Colonic_Mucosa_Genic_enhancers	CD4_Memory_Primary_Cells_Bivalent_Enhancer
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Flanking_Active_TSS	CD3_Primary_Cells_Peripheral_UW_Bivalent_Poised_TSS
K562_Leukemia_Genic_enhancers	Neurosphere_Cultured_Cells_Cortex_Derived_Enhancers
CD4_Naive_Primary_Cells_ZNF_genes_and_repeats	Fetal_Kidney_Bivalent_Poised_TSS
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Enhancers	ES_I3_Cell_Line_Transcr_at_gene_5_and_3
iPS_DF_19.11_Cell_Line_ZNF_genes_and_repeats	Small_Intestine_Bivalent_Poised_TSS
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_ZNF_genes_and_repeats	HUVEC_Umbilical_Vein_Endothelial_Cells_Bivalent_Poised_TSS
HMEC_Mammary_Epithelial_ZNF_genes_and_repeats	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Flanking_Bivalent_TSS_Enh
HepG2_Hepatocellular_Carcinoma_Bivalent_Enhancer	CD19_Primary_Cells_Peripheral_UW_Bivalent_Poised_TSS
Muscle_Satellite_Cultured_Cells_ZNF_genes_and_repeats	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh
CD8_Naive_Primary_Cells_Enhancers	Fetal_Brain_Female_Bivalent_Poised_TSS
Fetal_Heart_ZNF_genes_and_repeats	CD4_Naive_Primary_Cells_Bivalent_Enhancer
Fetal_Heart_Active_TSS	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Bivalent_Enhancer
Psoas_Muscle_Repressed_PolyComb	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
Pancreatic_Islets_ZNF_genes_and_repeats	CD8_Memory_Primary_Cells_Bivalent_Enhancer
Brain_Germinal_Matrix_ZNF_genes_and_repeats	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Bivalent_Poised_TSS
HUES64_Cell_Line_Bivalent_Enhancer	iPS_DF_6.9_Cell_Line_Bivalent_Poised_TSS
Duodenum_Mucosa_Active_TSS	NH_A_Astrocytes_Bivalent_Poised_TSS
Placenta_Amnion_Transcr_at_gene_5_and_3	Skeletal_Muscle_Female_Bivalent_Poised_TSS
Neurosphere_Cultured_Cells_Cortex_Derived_Enhancers	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Enhancers
Lung_Transcr_at_gene_5_and_3	iPS_DF_19.11_Cell_Line_Bivalent_Poised_TSS
Spleen_Repressed_PolyComb	Colon_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
Fetal_Muscle_Trunk_ZNF_genes_and_repeats	Sigmoid_Colon_Flanking_Bivalent_TSS_Enh
H9_Derived_Neuron_Cultured_Cells_Enhancers	HMEC_Mammary_Epithelial_Transcr_at_gene_5_and_3
HSMM_Skeletal_Muscle_Myoblasts_Genic_enhancers	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh
CD4_Memory_Primary_Cells_ZNF_genes_and_repeats	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Fetal_Muscle_Leg_ZNF_genes_and_repeats	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Transcr_at_gene_5_and_3
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_ZNF_genes_and_repeats	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Bivalent_Enhancer
Fetal_Intestine_Small_Enhancers	CD4pp_CD25__Th_Primary_Cells_Bivalent_Enhancer
HUES6_Cell_Line_Flanking_Active_TSS	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Bivalent_Poised_TSS
Fetal_Brain_Male_Bivalent_Enhancer	CD19_Primary_Cells_Peripheral_UW_Bivalent_Enhancer
Thymus_Flanking_Active_TSS	iPS_15b_Cell_Line_Transcr_at_gene_5_and_3
Fetal_Heart_Bivalent_Enhancer	NHEK_Epidermal_Keratinocytes_Bivalent_Poised_TSS
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Transcr_at_gene_5_and_3	Lung_Transcr_at_gene_5_and_3
Breast_vHMEC_ZNF_genes_and_repeats	CD8_Naive_Primary_Cells_Bivalent_Enhancer
