Embedding-based	Giggle-legacy
Duodenum_Mucosa_Heterochromatin	Breast_vHMEC_Repressed_PolyComb
Thymus_Weak_transcription	Skeletal_Muscle_Male_Bivalent_Enhancer
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Heterochromatin	ES_WA7_Cell_Line_Bivalent_Enhancer
iPS_18_Cell_Line_Heterochromatin	Fetal_Adrenal_Gland_Bivalent_Enhancer
Brain_Angular_Gyrus_Strong_transcription	Stomach_Smooth_Muscle_Bivalent_Enhancer
K562_Leukemia_Strong_transcription	Aorta_Weak_Repressed_PolyComb
Fetal_Thymus_Strong_transcription	A549_EtOH_0.02pct_Lung_Carcinoma_Repressed_PolyComb
Brain_Mid_Frontal_Lobe_Strong_transcription	H9_Derived_Neuron_Cultured_Cells_Bivalent_Enhancer
CD3_Primary_Cells_Cord_BI_Repressed_PolyComb	Duodenum_Mucosa_Bivalent_Enhancer
Rectal_Smooth_Muscle_Weak_transcription	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Enhancer
Osteoblasts_Repressed_PolyComb	Fetal_Placenta_Bivalent_Enhancer
Fetal_Intestine_Small_Heterochromatin	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Repressed_PolyComb
Mobilized_CD34_Primary_Cells_Female_Repressed_PolyComb	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Bivalent_Enhancer
Fetal_Muscle_Leg_Heterochromatin	HeLa_S3_Cervical_Carcinoma_Repressed_PolyComb
CD3_Primary_Cells_Peripheral_UW_Strong_transcription	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Weak_Repressed_PolyComb
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Strong_transcription	CD8_Memory_Primary_Cells_Repressed_PolyComb
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Repressed_PolyComb	4star_Enhancers
A549_EtOH_0.02pct_Lung_Carcinoma_Strong_transcription	K562_Leukemia_Repressed_PolyComb
CD4_Memory_Primary_Cells_Strong_transcription	CD3_Primary_Cells_Peripheral_UW_Bivalent_Enhancer
CD8_Naive_Primary_Cells_Strong_transcription	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Bivalent_Enhancer
HeLa_S3_Cervical_Carcinoma_Strong_transcription	GM12878_Lymphoblastoid_Repressed_PolyComb
CD8_Memory_Primary_Cells_Weak_transcription	Skeletal_Muscle_Female_Bivalent_Enhancer
H1_Cell_Line_Heterochromatin	HMEC_Mammary_Epithelial_Repressed_PolyComb
Right_Ventricle_Weak_transcription	H1_Derived_Mesenchymal_Stem_Cells_Bivalent_Enhancer
Right_Ventricle_Strong_transcription	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Bivalent_Enhancer
Lung_Strong_transcription	IMR90_Cell_Line_Bivalent_Enhancer
CD34_Primary_Cells_Heterochromatin	A549_EtOH_0.02pct_Lung_Carcinoma_Weak_Repressed_PolyComb
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Strong_transcription	HeLa_S3_Cervical_Carcinoma_Weak_Repressed_PolyComb
Adult_Liver_Heterochromatin	Adult_Liver_Weak_Repressed_PolyComb
H9_Derived_Neuron_Cultured_Cells_Strong_transcription	Right_Atrium_Weak_Repressed_PolyComb
Fetal_Kidney_Weak_transcription	Fetal_Intestine_Small_Bivalent_Enhancer
Fetal_Brain_Female_Heterochromatin	Breast_Myoepithelial_Cells_Weak_Repressed_PolyComb
HUES64_Cell_Line_Strong_transcription	iPS_DF_19.11_Cell_Line_Weak_transcription
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Weak_transcription	Fetal_Intestine_Large_Bivalent_Enhancer
iPS_15b_Cell_Line_Heterochromatin	Stomach_Mucosa_Bivalent_Enhancer
Spleen_Strong_transcription	Spleen_Enhancers
Brain_Germinal_Matrix_Heterochromatin	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Repressed_PolyComb
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Strong_transcription	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Flanking_Bivalent_TSS_Enh
Adipose_Nuclei_Heterochromatin	Adipose_Nuclei_Bivalent_Enhancer
Muscle_Satellite_Cultured_Cells_Repressed_PolyComb	K562_Leukemia_Enhancers
CD4pp_CD25__Th_Primary_Cells_Strong_transcription	Fetal_Thymus_Bivalent_Enhancer
Dnd41_TCell_Leukemia_Heterochromatin	Neurosphere_Cultured_Cells_Cortex_Derived_Bivalent_Enhancer
Monocytes_CD14pp_RO01746_Weak_Repressed_PolyComb	Fetal_Placenta_Enhancers
Breast_vHMEC_Strong_transcription	HepG2_Hepatocellular_Carcinoma_Flanking_Active_TSS
ES_I3_Cell_Line_Heterochromatin	iPS_18_Cell_Line_Enhancers
CD34_Cultured_Cells_Heterochromatin	Fetal_Thymus_Enhancers
Fetal_Lung_Repressed_PolyComb	Colonic_Mucosa_Bivalent_Enhancer
CD15_Primary_Cells_Strong_transcription	Mobilized_CD34_Primary_Cells_Male_Bivalent_Enhancer
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Heterochromatin	NHEK_Epidermal_Keratinocytes_Bivalent_Enhancer
Fetal_Adrenal_Gland_Heterochromatin	Colonic_Mucosa_Enhancers
CD14_Primary_Cells_Weak_Repressed_PolyComb	CD34_Cultured_Cells_Enhancers
Esophagus_Weak_transcription	Fetal_Brain_Male_Bivalent_Enhancer
Pancreas_Weak_transcription	HepG2_Hepatocellular_Carcinoma_Enhancers
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Weak_transcription	CD56_Primary_Cells_Enhancers
Gastric_Weak_transcription	Fetal_Intestine_Small_Enhancers
Neurosphere_Cultured_Cells_Cortex_Derived_Repressed_PolyComb	Mobilized_CD34_Primary_Cells_Female_Enhancers
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Heterochromatin	Fetal_Lung_Bivalent_Enhancer
CD56_Primary_Cells_Strong_transcription	HepG2_Hepatocellular_Carcinoma_Flanking_Bivalent_TSS_Enh
Colonic_Mucosa_Weak_transcription	Esophagus_Enhancers
Dnd41_TCell_Leukemia_Strong_transcription	Rectal_Mucosa.Donor_29_Enhancers
CD56_Primary_Cells_Heterochromatin	Duodenum_Mucosa_Enhancers
ES_I3_Cell_Line_Strong_transcription	iPS_DF_6.9_Cell_Line_Enhancers
CD19_Primary_Cells_Peripheral_UW_Heterochromatin	H1_Cell_Line_Enhancers
Neurosphere_Cultured_Cells_Cortex_Derived_Heterochromatin	Fetal_Intestine_Large_Enhancers
HUVEC_Umbilical_Vein_Endothelial_Cells_Heterochromatin	HeLa_S3_Cervical_Carcinoma_Flanking_Active_TSS
CD8_Memory_Primary_Cells_Strong_transcription	Monocytes_CD14pp_RO01746_Bivalent_Enhancer
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Repressed_PolyComb	Breast_Myoepithelial_Cells_Enhancers
iPS_DF_6.9_Cell_Line_Weak_transcription	CD34_Primary_Cells_Enhancers
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Repressed_PolyComb	CD19_Primary_Cells_Peripheral_UW_Enhancers
Lung_Weak_Repressed_PolyComb	Mobilized_CD34_Primary_Cells_Male_Enhancers
Fetal_Intestine_Large_Heterochromatin	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Enhancers
Mobilized_CD34_Primary_Cells_Male_Weak_Repressed_PolyComb	Right_Atrium_Weak_transcription
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Heterochromatin	Gastric_Weak_Repressed_PolyComb
Fetal_Brain_Male_Weak_transcription	iPS_DF_19.11_Cell_Line_Genic_enhancers
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Heterochromatin	HeLa_S3_Cervical_Carcinoma_Enhancers
Fetal_Muscle_Trunk_Heterochromatin	Rectal_Mucosa.Donor_31_Enhancers
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Heterochromatin	Lung_Enhancers
Fetal_Muscle_Trunk_Weak_Repressed_PolyComb	H1_Derived_Mesenchymal_Stem_Cells_Enhancers
NHDF_Ad_Adult_Dermal_Fibroblasts_Repressed_PolyComb	Dnd41_TCell_Leukemia_Enhancers
Gastric_Strong_transcription	CD4pp_CD25__Th_Primary_Cells_Enhancers
Pancreatic_Islets_Weak_transcription	H1_Derived_Mesenchymal_Stem_Cells_Bivalent_Poised_TSS
iPS_DF_6.9_Cell_Line_Strong_transcription	Dnd41_TCell_Leukemia_Flanking_Active_TSS
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Weak_transcription	CD14_Primary_Cells_Enhancers
H1_Derived_Mesenchymal_Stem_Cells_Strong_transcription	Fetal_Muscle_Leg_Enhancers
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Repressed_PolyComb	CD19_Primary_Cells_Cord_BI_Enhancers
A549_EtOH_0.02pct_Lung_Carcinoma_Repressed_PolyComb	K562_Leukemia_Flanking_Active_TSS
Fetal_Adrenal_Gland_Weak_Repressed_PolyComb	Mobilized_CD34_Primary_Cells_Male_Flanking_Active_TSS
Psoas_Muscle_Weak_transcription	Pancreas_Enhancers
H9_Cell_Line_Heterochromatin	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Flanking_Active_TSS
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Weak_Repressed_PolyComb	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Bivalent_Enhancer
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Strong_transcription	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Enhancers
Fetal_Stomach_Weak_Repressed_PolyComb	CD4_Naive_Primary_Cells_Repressed_PolyComb
Pancreas_Strong_transcription	Fetal_Muscle_Trunk_Enhancers
Fetal_Heart_Repressed_PolyComb	Monocytes_CD14pp_RO01746_Enhancers
Pancreatic_Islets_Heterochromatin	Brain_Mid_Frontal_Lobe_Enhancers
Fetal_Placenta_Weak_Repressed_PolyComb	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Enhancers
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Heterochromatin	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Heterochromatin	Monocytes_CD14pp_RO01746_Flanking_Active_TSS
CD19_Primary_Cells_Cord_BI_Heterochromatin	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Enhancers
Aorta_Strong_transcription	A549_EtOH_0.02pct_Lung_Carcinoma_Enhancers
Fetal_Brain_Female_Repressed_PolyComb	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Repressed_PolyComb
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Strong_transcription	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Enhancers
Esophagus_Strong_transcription	Muscle_Satellite_Cultured_Cells_Bivalent_Enhancer
Placenta_Amnion_Heterochromatin	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Flanking_Active_TSS
Aorta_Heterochromatin	CD4_Naive_Primary_Cells_Enhancers
H9_Derived_Neuron_Cultured_Cells_Repressed_PolyComb	Brain_Germinal_Matrix_Enhancers
CD34_Primary_Cells_Repressed_PolyComb	Fetal_Brain_Male_Enhancers
Thymus_Repressed_PolyComb	Thymus_Enhancers
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Repressed_PolyComb	CD8_Naive_Primary_Cells_Enhancers
CD14_Primary_Cells_Strong_transcription	CD3_Primary_Cells_Peripheral_UW_Enhancers
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Heterochromatin	Brain_Germinal_Matrix_Bivalent_Enhancer
Muscle_Satellite_Cultured_Cells_Heterochromatin	HUES6_Cell_Line_Enhancers
Lung_Heterochromatin	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Enhancers
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Repressed_PolyComb	Peripheral_Blood_Mononuclear_Primary_Cells_Enhancers
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Strong_transcription	Duodenum_Mucosa_Flanking_Active_TSS
Fetal_Stomach_Heterochromatin	CD8_Memory_Primary_Cells_Enhancers
4star_Heterochromatin	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Enhancers
Brain_Anterior_Caudate_Heterochromatin	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Enhancers
ES_WA7_Cell_Line_Weak_transcription	GM12878_Lymphoblastoid_Enhancers
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Strong_transcription	Right_Ventricle_Enhancers
Sigmoid_Colon_Heterochromatin	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Enhancer
CD4pp_CD25__Th_Primary_Cells_Heterochromatin	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Enhancers
Peripheral_Blood_Mononuclear_Primary_Cells_Heterochromatin	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Active_TSS
HepG2_Hepatocellular_Carcinoma_Heterochromatin	Adipose_Nuclei_Enhancers
Duodenum_Smooth_Muscle_Heterochromatin	Neurosphere_Cultured_Cells_Cortex_Derived_Enhancers
HeLa_S3_Cervical_Carcinoma_Repressed_PolyComb	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Enhancers
Fetal_Thymus_Repressed_PolyComb	Mobilized_CD34_Primary_Cells_Female_Flanking_Active_TSS
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Heterochromatin	HMEC_Mammary_Epithelial_Enhancers
IMR90_Cell_Line_Weak_Repressed_PolyComb	Stomach_Mucosa_Enhancers
Fetal_Kidney_Strong_transcription	Fetal_Brain_Female_Enhancers
Fetal_Intestine_Large_Repressed_PolyComb	Rectal_Mucosa.Donor_29_Flanking_Active_TSS
Monocytes_CD14pp_RO01746_Strong_transcription	CD15_Primary_Cells_Enhancers
HepG2_Hepatocellular_Carcinoma_Repressed_PolyComb	CD4_Memory_Primary_Cells_Enhancers
NH_A_Astrocytes_Repressed_PolyComb	Brain_Inferior_Temporal_Lobe_Enhancers
CD19_Primary_Cells_Cord_BI_Repressed_PolyComb	Brain_Mid_Frontal_Lobe_Active_TSS
Fetal_Lung_Weak_Repressed_PolyComb	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Enhancers
Stomach_Smooth_Muscle_Heterochromatin	Rectal_Smooth_Muscle_Active_TSS
H9_Derived_Neuron_Cultured_Cells_Heterochromatin	Gastric_Enhancers
NHLF_Lung_Fibroblasts_Repressed_PolyComb	Osteoblasts_Bivalent_Enhancer
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Repressed_PolyComb	Fetal_Brain_Female_Active_TSS
Brain_Hippocampus_Middle_Heterochromatin	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Flanking_Active_TSS
Fetal_Brain_Male_Repressed_PolyComb	Adult_Liver_Enhancers
Right_Atrium_Heterochromatin	Brain_Cingulate_Gyrus_Enhancers
Breast_Myoepithelial_Cells_Repressed_PolyComb	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Enhancers
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Weak_Repressed_PolyComb	Stomach_Smooth_Muscle_Flanking_Active_TSS
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Heterochromatin	Adipose_Nuclei_Flanking_Active_TSS
NHLF_Lung_Fibroblasts_Heterochromatin	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Enhancers
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Weak_Repressed_PolyComb	Psoas_Muscle_Repressed_PolyComb
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Heterochromatin	NHEK_Epidermal_Keratinocytes_Enhancers
Rectal_Mucosa.Donor_29_Heterochromatin	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Flanking_Active_TSS
Fetal_Thymus_Heterochromatin	Brain_Anterior_Caudate_Enhancers
Skeletal_Muscle_Male_Repressed_PolyComb	Skeletal_Muscle_Female_Enhancers
Skeletal_Muscle_Male_Weak_Repressed_PolyComb	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers
NHEK_Epidermal_Keratinocytes_Repressed_PolyComb	Brain_Hippocampus_Middle_Enhancers
Brain_Inferior_Temporal_Lobe_Heterochromatin	CD3_Primary_Cells_Cord_BI_Enhancers
Left_Ventricle_Heterochromatin	GM12878_Lymphoblastoid_Flanking_Active_TSS
CD3_Primary_Cells_Cord_BI_Heterochromatin	Fetal_Adrenal_Gland_Enhancers
Spleen_Heterochromatin	Skeletal_Muscle_Male_Flanking_Active_TSS
NH_A_Astrocytes_Heterochromatin	Stomach_Smooth_Muscle_Enhancers
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Repressed_PolyComb	Pancreatic_Islets_Active_TSS
A549_EtOH_0.02pct_Lung_Carcinoma_Heterochromatin	Brain_Anterior_Caudate_Active_TSS
HUES64_Cell_Line_Repressed_PolyComb	Brain_Inferior_Temporal_Lobe_Flanking_Active_TSS
Aorta_Weak_transcription	Rectal_Mucosa.Donor_29_Active_TSS
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Heterochromatin	Aorta_Repressed_PolyComb
CD3_Primary_Cells_Peripheral_UW_Heterochromatin	Brain_Anterior_Caudate_Flanking_Active_TSS
Small_Intestine_Weak_transcription	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Flanking_Active_TSS
HepG2_Hepatocellular_Carcinoma_Weak_Repressed_PolyComb	CD15_Primary_Cells_Flanking_Active_TSS
Fetal_Muscle_Leg_Weak_Repressed_PolyComb	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Enhancers
Esophagus_Weak_Repressed_PolyComb	Breast_vHMEC_Enhancers
iPS_DF_6.9_Cell_Line_Heterochromatin	Placenta_Amnion_Enhancers
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Repressed_PolyComb	Brain_Angular_Gyrus_Enhancers
Colonic_Mucosa_Heterochromatin	Rectal_Mucosa.Donor_31_Flanking_Active_TSS
Brain_Substantia_Nigra_Heterochromatin	Fetal_Brain_Female_Bivalent_Enhancer
Fetal_Brain_Male_Weak_Repressed_PolyComb	Duodenum_Smooth_Muscle_Active_TSS
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Repressed_PolyComb	Skeletal_Muscle_Male_Enhancers
Stomach_Smooth_Muscle_Repressed_PolyComb	Brain_Hippocampus_Middle_Flanking_Active_TSS
Fetal_Lung_Heterochromatin	NHEK_Epidermal_Keratinocytes_Flanking_Active_TSS
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Repressed_PolyComb	CD19_Primary_Cells_Peripheral_UW_Bivalent_Enhancer
Fetal_Adrenal_Gland_Repressed_PolyComb	ES_I3_Cell_Line_Enhancers
Psoas_Muscle_Heterochromatin	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Active_TSS
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Heterochromatin	Sigmoid_Colon_Enhancers
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Heterochromatin	Skeletal_Muscle_Female_Flanking_Active_TSS
Breast_Myoepithelial_Cells_Weak_Repressed_PolyComb	Breast_Myoepithelial_Cells_Bivalent_Enhancer
Fetal_Kidney_Repressed_PolyComb	A549_EtOH_0.02pct_Lung_Carcinoma_Flanking_Active_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Repressed_PolyComb	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Active_TSS
HUES6_Cell_Line_Repressed_PolyComb	H9_Derived_Neuron_Cultured_Cells_Enhancers
ES_WA7_Cell_Line_Weak_Repressed_PolyComb	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Enhancers
Brain_Mid_Frontal_Lobe_Heterochromatin	Left_Ventricle_Enhancers
Fetal_Kidney_Weak_Repressed_PolyComb	Fetal_Stomach_Enhancers
Thymus_Heterochromatin	Brain_Hippocampus_Middle_Bivalent_Enhancer
Small_Intestine_Strong_transcription	K562_Leukemia_Bivalent_Enhancer
Esophagus_Heterochromatin	ES_WA7_Cell_Line_Enhancers
Colon_Smooth_Muscle_Weak_Repressed_PolyComb	HSMM_Skeletal_Muscle_Myoblasts_Enhancers
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Weak_Repressed_PolyComb	Brain_Mid_Frontal_Lobe_Flanking_Active_TSS
Mobilized_CD34_Primary_Cells_Male_ZNF_genes_and_repeats	Brain_Substantia_Nigra_Enhancers
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Weak_Repressed_PolyComb	Fetal_Lung_Enhancers
Rectal_Mucosa.Donor_31_Heterochromatin	Duodenum_Smooth_Muscle_Enhancers
Brain_Cingulate_Gyrus_Heterochromatin	Fetal_Kidney_Bivalent_Enhancer
Mobilized_CD34_Primary_Cells_Female_Weak_Repressed_PolyComb	CD4_Memory_Primary_Cells_Repressed_PolyComb
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Repressed_PolyComb	Rectal_Mucosa.Donor_29_Bivalent_Enhancer
HSMM_Skeletal_Muscle_Myoblasts_Repressed_PolyComb	CD56_Primary_Cells_Bivalent_Enhancer
Brain_Germinal_Matrix_Repressed_PolyComb	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Enhancers
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Weak_Repressed_PolyComb	CD14_Primary_Cells_Bivalent_Enhancer
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Repressed_PolyComb	Spleen_Weak_transcription
H1_Derived_Mesenchymal_Stem_Cells_Weak_Repressed_PolyComb	ES_I3_Cell_Line_Active_TSS
HSMM_Skeletal_Muscle_Myoblasts_Heterochromatin	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Enhancers
Fetal_Intestine_Small_Repressed_PolyComb	Osteoblasts_Flanking_Active_TSS
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Repressed_PolyComb	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Enhancers
Pancreatic_Islets_Strong_transcription	Fetal_Heart_Enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Heterochromatin	IMR90_Cell_Line_Enhancers
iPS_15b_Cell_Line_Repressed_PolyComb	Fetal_Kidney_Enhancers
Right_Ventricle_Heterochromatin	Brain_Inferior_Temporal_Lobe_Active_TSS
CD3_Primary_Cells_Peripheral_UW_Repressed_PolyComb	Brain_Mid_Frontal_Lobe_Bivalent_Enhancer
Fetal_Brain_Male_Strong_transcription	iPS_DF_19.11_Cell_Line_Bivalent_Enhancer
Skeletal_Muscle_Female_Heterochromatin	Brain_Cingulate_Gyrus_Flanking_Active_TSS
CD34_Cultured_Cells_Repressed_PolyComb	NHLF_Lung_Fibroblasts_Enhancers
Small_Intestine_Heterochromatin	Rectal_Mucosa.Donor_31_Bivalent_Enhancer
CD4pp_CD25__Th_Primary_Cells_Repressed_PolyComb	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers
Monocytes_CD14pp_RO01746_ZNF_genes_and_repeats	NHDF_Ad_Adult_Dermal_Fibroblasts_Bivalent_Enhancer
Skeletal_Muscle_Male_Heterochromatin	CD34_Cultured_Cells_Flanking_Active_TSS
Osteoblasts_Heterochromatin	Right_Ventricle_Bivalent_Enhancer
Brain_Angular_Gyrus_Heterochromatin	Thymus_Bivalent_Enhancer
HUES48_Cell_Line_Repressed_PolyComb	Ovary_Enhancers
Fetal_Brain_Male_Heterochromatin	HUES64_Cell_Line_Enhancers
Psoas_Muscle_Strong_transcription	NH_A_Astrocytes_Enhancers
iPS_18_Cell_Line_Repressed_PolyComb	Colon_Smooth_Muscle_Enhancers
CD8_Naive_Primary_Cells_Heterochromatin	Right_Atrium_Enhancers
Breast_vHMEC_Weak_Repressed_PolyComb	HUES48_Cell_Line_Enhancers
Skeletal_Muscle_Female_Repressed_PolyComb	NHDF_Ad_Adult_Dermal_Fibroblasts_Enhancers
Rectal_Smooth_Muscle_Heterochromatin	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Flanking_Active_TSS
Pancreas_Heterochromatin	Osteoblasts_Enhancers
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_ZNF_genes_and_repeats	HUVEC_Umbilical_Vein_Endothelial_Cells_Enhancers
Fetal_Muscle_Leg_Repressed_PolyComb	Fetal_Brain_Female_Flanking_Active_TSS
iPS_20b_Cell_Line_Repressed_PolyComb	H9_Cell_Line_Enhancers
Fetal_Stomach_Repressed_PolyComb	Colonic_Mucosa_Flanking_Active_TSS
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Repressed_PolyComb	Breast_Myoepithelial_Cells_Flanking_Active_TSS
Stomach_Smooth_Muscle_Weak_Repressed_PolyComb	H9_Cell_Line_Active_TSS
Neurosphere_Cultured_Cells_Cortex_Derived_Weak_Repressed_PolyComb	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Bivalent_Enhancer
HeLa_S3_Cervical_Carcinoma_Heterochromatin	iPS_15b_Cell_Line_Enhancers
Placenta_Amnion_Weak_Repressed_PolyComb	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Bivalent_Enhancer
ES_WA7_Cell_Line_Repressed_PolyComb	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers
Aorta_Weak_Repressed_PolyComb	Stomach_Smooth_Muscle_Active_TSS
Adipose_Nuclei_Weak_Repressed_PolyComb	Skeletal_Muscle_Male_Flanking_Bivalent_TSS_Enh
HUES64_Cell_Line_ZNF_genes_and_repeats	CD4pp_CD25__Th_Primary_Cells_Flanking_Active_TSS
Dnd41_TCell_Leukemia_Repressed_PolyComb	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Bivalent_Enhancer
Stomach_Mucosa_Weak_Repressed_PolyComb	Esophagus_Repressed_PolyComb
Brain_Germinal_Matrix_Weak_Repressed_PolyComb	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS
NH_A_Astrocytes_Weak_Repressed_PolyComb	Brain_Angular_Gyrus_Active_TSS
Thymus_Weak_Repressed_PolyComb	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Flanking_Active_TSS
K562_Leukemia_Repressed_PolyComb	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Flanking_Bivalent_TSS_Enh
Colon_Smooth_Muscle_Heterochromatin	HUES64_Cell_Line_Active_TSS
CD15_Primary_Cells_Weak_Repressed_PolyComb	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Flanking_Active_TSS
Placenta_Amnion_Repressed_PolyComb	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Repressed_PolyComb	HUES6_Cell_Line_Active_TSS
Fetal_Brain_Female_Weak_Repressed_PolyComb	Brain_Cingulate_Gyrus_Bivalent_Enhancer
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Heterochromatin	Spleen_Heterochromatin
Ovary_Heterochromatin	4star_Weak_transcription
CD56_Primary_Cells_Repressed_PolyComb	iPS_DF_19.11_Cell_Line_Flanking_Active_TSS
